time,open,high,low,close,tick_volume,spread,real_volume
2026.01.01 00:00,87507.82,87942.90,87489.54,87704.59,5574,1800,0
2026.01.01 04:00,87704.50,87711.39,87379.42,87484.42,4570,1800,0
2026.01.01 08:00,87477.65,87885.86,87456.75,87873.81,4921,1800,0
2026.01.01 12:00,87875.69,88009.19,87689.18,87914.24,5686,1800,0
2026.01.01 16:00,87914.34,88396.38,87756.53,88276.30,6852,1800,0
2026.01.01 20:00,88275.19,88800.62,88108.68,88733.79,6632,1800,0
2026.01.02 00:00,88733.95,89029.36,88254.03,88839.69,9035,1800,0
2026.01.02 04:00,88841.30,88990.17,88460.13,88762.52,6449,1800,0
2026.01.02 08:00,88764.02,89841.38,88702.09,89411.08,10694,1800,0
2026.01.02 12:00,89408.62,90095.98,88391.50,89352.70,23792,1800,0
2026.01.02 16:00,89346.91,90942.72,89131.03,89855.20,26593,1800,0
2026.01.02 20:00,89854.34,90371.97,89567.29,89954.51,9914,1800,0
2026.01.03 00:00,89947.22,90371.84,89923.32,90282.32,6543,1800,0
2026.01.03 04:00,90283.57,90449.62,89263.59,89532.00,7810,1800,0
2026.01.03 08:00,89533.57,89949.41,89388.09,89697.57,7891,1800,0
2026.01.03 12:00,89697.79,90192.08,89602.27,89921.74,6827,1800,0
2026.01.03 16:00,89929.94,90167.15,89862.25,90078.42,5637,1800,0
2026.01.03 20:00,90078.31,90693.04,89960.35,90582.25,7049,1800,0
2026.01.04 00:00,90581.29,91585.66,90581.29,91195.42,12003,1800,0
2026.01.04 04:00,91189.61,91780.14,91140.36,91471.66,8837,1800,0
2026.01.04 08:00,91471.76,91586.90,91104.29,91266.91,8827,1800,0
2026.01.04 12:00,91266.56,91370.18,90980.25,91283.22,8448,1800,0
2026.01.04 16:00,91282.50,91424.21,90798.45,91109.04,8185,1800,0
2026.01.04 20:00,91109.14,91564.91,91079.87,91488.33,8363,1800,0
2026.01.05 00:00,91484.85,93371.15,91464.97,92837.50,19424,1800,0
2026.01.05 04:00,92829.13,92923.87,92087.90,92479.47,8891,1800,0
2026.01.05 08:00,92481.94,93107.54,92266.91,93074.54,9332,1800,0
2026.01.05 12:00,93082.17,94009.58,92355.51,93921.03,22806,1800,0
2026.01.05 16:00,93921.09,94519.02,93227.08,94282.68,18604,1800,0
2026.01.05 20:00,94283.22,94816.27,93802.45,93870.62,11806,1800,0
2026.01.06 00:00,93872.83,94170.77,93507.74,93752.82,9987,1800,0
2026.01.06 04:00,93754.29,93998.21,93095.98,93217.32,8827,1800,0
2026.01.06 08:00,93216.01,93875.11,93127.07,93812.75,7955,1800,0
2026.01.06 12:00,93813.73,94432.23,93313.22,93616.49,19152,1800,0
2026.01.06 16:00,93606.01,93748.78,91198.12,92030.02,24033,1800,0
2026.01.06 20:00,92029.94,93806.90,92029.94,93713.30,15009,1800,0
2026.01.07 00:00,93713.15,93718.52,92173.69,92758.77,12973,1800,0
2026.01.07 04:00,92759.50,92871.25,92430.94,92820.08,7903,1800,0
2026.01.07 08:00,92817.90,92911.25,91514.24,92004.22,11027,1800,0
2026.01.07 12:00,92006.95,92214.33,90951.95,91268.57,21461,1800,0
2026.01.07 16:00,91268.57,91714.17,90576.08,91082.82,16625,1800,0
2026.01.07 20:00,91083.00,91409.83,90675.32,91279.42,10875,1800,0
2026.01.08 00:00,91284.62,91604.46,90497.56,90713.59,10931,1800,0
2026.01.08 04:00,90713.33,91079.80,89511.41,90419.64,13330,1800,0
2026.01.08 08:00,90423.93,90658.13,89655.54,90094.45,11747,1800,0
