time,open,high,low,close,tick_volume,spread,real_volume
2024.06.01 00:00,67473.70,67652.60,67390.24,67569.43,11766,3566,0
2024.06.01 01:00,67563.24,67636.92,67333.38,67494.85,9876,3760,0
2024.06.01 02:00,67490.12,67685.26,67456.80,67649.26,10812,3723,0
2024.06.01 03:00,67656.71,67711.00,67538.11,67649.54,8198,3627,0
2024.06.01 04:00,67657.32,67730.12,67596.88,67620.60,6923,3467,0
2024.06.01 05:00,67628.24,67772.01,67514.65,67631.82,7686,3469,0
2024.06.01 06:00,67629.75,67670.53,67519.20,67632.46,7085,3387,0
2024.06.01 07:00,67626.92,67670.88,67467.93,67564.66,7822,3631,0
2024.06.01 08:00,67570.72,67680.16,67478.90,67635.17,6962,3354,0
2024.06.01 09:00,67640.08,67689.25,67551.24,67643.94,7106,3469,0
2024.06.01 10:00,67647.75,67684.25,67549.50,67582.38,4954,3344,0
2024.06.01 11:00,67581.08,67635.77,67528.98,67595.77,4468,3431,0
2024.06.01 12:00,67589.45,67834.02,67560.84,67663.22,5811,3347,0
2024.06.01 13:00,67663.90,67776.69,67625.01,67625.01,7357,3405,0
2024.06.01 14:00,67630.78,67803.99,67596.43,67729.20,7835,3332,0
2024.06.01 15:00,67729.13,67783.24,67598.53,67611.05,6597,3320,0
2024.06.01 16:00,67611.39,67672.30,67534.61,67626.97,5263,3333,0
2024.06.01 17:00,67627.36,67794.21,67495.05,67704.36,6091,3370,0
2024.06.01 18:00,67702.34,67767.37,67622.25,67674.80,7917,3502,0
2024.06.01 19:00,67680.95,67722.77,67610.97,67687.08,6356,3484,0
2024.06.01 20:00,67678.20,67735.72,67622.34,67723.54,6199,3425,0
2024.06.01 21:00,67727.29,67767.71,67627.84,67698.68,6275,3347,0
2024.06.01 22:00,67701.13,67806.02,67600.80,67691.46,9202,3692,0
2024.06.01 23:00,67687.32,67771.17,67659.11,67693.80,7083,3452,0
2024.06.02 00:00,67701.39,67858.27,67651.53,67801.99,7202,3726,0
2024.06.02 01:00,67801.72,67847.67,67623.39,67679.71,7562,3480,0
2024.06.02 02:00,67682.71,67758.29,67573.12,67649.12,6653,3550,0
2024.06.02 03:00,67647.48,67755.84,67633.31,67712.35,6296,3852,0
