ticket,time,date,hour,symbol,dir,comment,signal_type,lot,pos_mult,entry,initial_sl,tp,exit,reason,exit_signal,risk,r,duration_min,mods,max_lock_r,bounce_sec,bounce_ob,confirm_pos,touch,confirm,touch_count,entry_count,close_time,stage,ob_age,strength,score,ds,fresh,cont,h1,deep,htf,risk_atr,spread_risk,peak_r,raw_peak_r,dtp_peak_r,giveback_r,bars_held,last_sl,be,trail,partial,dtp_partial,rev,addon,pnl_proxy
22,,,,,,,,,,,,,107237.62,MARKET_CLOSE,market_close,,,,,,,,,,,,,2025-07-01 04:25:00,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,107774.06,MARKET_CLOSE,market_close,,,,,,,,,,,,,2025-07-08 02:55:00,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,113211.09,MARKET_CLOSE,market_close,,,,,,,,,,,,,2025-08-24 22:38:27,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,91992.36,SL,sl,,,,,,,,,,,,,2026-01-07 11:03:53,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,77260.45,MARKET_CLOSE,market_close,,,,,,,,,,,,,2026-04-18 01:40:01,,,,,,,,,,,,,,,,,,,,,,,,,
2,2025-01-20 15:56:47,2025-01-20,15,BTCUSDm,buy,WT V11-BTC1-TREND128 B BOS x19.9,ob,0.19,,104722.0,103213.21,,104568.69,MARKET_CLOSE,market_close,1508.7899999999936,-0.10161122488881708,14.9,0,,17,0.25,-0.759,104414.88,104693.2,,,2025-01-20 16:11:41,,,,,,,,,,,,,,,,,,,,,,,,,-29.128899999999557
4,2025-01-20 18:01:20,2025-01-20,18,BTCUSDm,sell,WT V11-BTC1-TREND128 S BOS x3.0,ob,0.02,,103257.49,104732.5,99396.96,103840.17,MARKET_CLOSE,market_close,1475.0099999999948,-0.39503460993484457,127.733,0,,38,0.252,-0.446,103507.66,103286.29,,,2025-01-20 20:09:04,,,,,,,,,,,,,,,,,,,,,,,,,-11.65359999999986
5,2025-01-20 20:00:38,2025-01-20,20,BTCUSDm,sell,WT V11-BTC1-TREND128 S BOS x95.2,ob,0.39,,103534.39,104732.5,99396.96,103840.17,MARKET_CLOSE,market_close,1198.1100000000006,-0.25521863601839456,8.433,0,,338,0.251,-0.761,103783.89,103563.19,,,2025-01-20 20:09:04,,,,,,,,,,,,,,,,,,,,,,,,,-119.25419999999956
8,2025-02-18 21:26:41,2025-02-18,21,BTCUSDm,sell,WT V11-BTC1-TREND128 S BOS x8.0,ob,0.07,,95200.66,95884.64,94421.17,95269.17,MARKET_CLOSE,market_close,683.9799999999959,-0.10016374747798937,56.95,0,,132,0.25,-0.653,95343.66,95229.65,,,2025-02-18 22:23:38,,,,,,,,,,,,,,,,,,,,,,,,,-4.795699999999634
10,2025-04-01 13:50:38,2025-04-01,13,BTCUSDm,sell,WT V11-BTC1-TREND128 S BOS x73.2,ob,0.15,,83721.05,84295.02,,82876.94,MARKET_CLOSE,market_close,573.9700000000012,1.4706517762252362,32.433,0,,38,0.25,-0.89,83863.59,83750.01,,,2025-04-01 14:23:04,,,,,,,,,,,,,,,,,,,,,,,,,126.61650000000009
11,2025-04-01 14:10:42,2025-04-01,14,BTCUSDm,sell,WT V11-BTC1-TREND128 S BOS x73.2,ob,0.27,,82783.61,83242.78,,82829.63,MARKET_CLOSE,market_close,459.16999999999825,-0.10022431779080569,11.967,0,,,,,,,,,2025-04-01 14:22:40,,,,,,,,,,,,,,,,,,,,,,,,True,-12.425400000001101
14,2025-05-10 10:12:00,2025-05-10,10,BTCUSDm,sell,WT V11-BTC1-TREND128 S x0.5,ob,0.03,,103839.68,104028.82,102276.14,103783.14,SL,sl,189.14000000001397,0.29893200803631925,141.667,0,,89,0.314,-1.371,103890.04,103868.48,,,2025-05-10 12:33:40,,,,,,,,,,,,,,,,,,,,,,,,,1.6961999999998079
16,2025-05-20 11:34:00,2025-05-20,11,BTCUSDm,sell,WT V11-BTC1-TREND128 S x0.3,ob,0.01,,105261.0,105487.3,102998.04,104580.21,MARKET_CLOSE,market_close,226.3000000000029,3.0083517454705473,121.267,0,,19,0.303,-0.419,105318.02,105289.8,,,2025-05-20 13:35:16,,,,,,,,,,,,,,,,,,,,,,,,,6.807899999999936
18,2025-06-30 13:58:39,2025-06-30,13,BTCUSDm,buy,WT V11-BTC1-TREND128 B BOS x127.4,ob,0.39,,107573.35,107193.8,108808.25,107248.95,MARKET_CLOSE,market_close,379.5500000000029,-0.8546963509419213,9.983,0,,117,0.251,-0.706,107486.89,107551.75,,,2025-06-30 14:08:38,,,,,,,,,,,,,,,,,,,,,,,,,-126.51600000000342
