ticket,time,date,hour,symbol,dir,comment,signal_type,lot,pos_mult,entry,initial_sl,tp,exit,reason,exit_signal,risk,r,duration_min,mods,max_lock_r,bounce_sec,bounce_ob,confirm_pos,touch,confirm,close_time,stage,ob_age,strength,score,ds,fresh,cont,h1,deep,htf,risk_atr,spread_risk,peak_r,raw_peak_r,dtp_peak_r,giveback_r,bars_held,last_sl,be,trail,partial,dtp_partial,rev,addon,pnl_proxy
154,2026-05-04 16:07:25,2026-05-04,16,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.01,,4519.861,4516.951,4528.59,4516.929,SL,sl,2.9099999999998545,-1.0075601374570224,0.417,0,,1,0.196,-0.663,4518.869,4519.553,2026-05-04 16:07:50,,,,,,,,,,,,,,,,,,,,,,,,,-0.02931999999999789
156,2026-05-04 16:31:00,2026-05-04,16,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.03,,4518.092,4517.175,4520.843,4518.406,SL,sl,0.9169999999994616,0.3424209378413195,0.05,0,,0,0.222,-1.169,4517.009,4517.784,2026-05-04 16:31:03,,,,,,,,,,,,,,,,,,,,,,,,,0.009420000000009168
158,2026-05-04 16:35:01,2026-05-04,16,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.02,,4518.729,4517.379,4522.779,4517.34,SL,sl,1.3500000000003638,-1.0288888888887033,0.167,0,,1,0.194,-0.979,4517.773,4518.449,2026-05-04 16:35:11,,,,,,,,,,,,,,,,,,,,,,,,,-0.027780000000002473
160,2026-05-04 17:03:01,2026-05-04,17,XAUUSDm,buy,WT V11XAU B x0.9,ob,0.01,,4518.901,4517.508,4524.141,4519.442,SL,sl,1.393000000000029,0.388370423546415,0.15,0,,1,0.19,-0.93,4517.957,4518.621,2026-05-04 17:03:10,,,,,,,,,,,,,,,,,,,,,,,,,0.005410000000001674
162,2026-05-04 17:04:21,2026-05-04,17,XAUUSDm,buy,WT V11XAU B x0.9,ob,0.02,,4518.302,4517.503,4523.542,4518.169,MARKET_CLOSE,market_close,0.7989999999999782,-0.1664580725905062,0.167,0,,21,0.19,-1.109,4517.332,4517.994,2026-05-04 17:04:31,,,,,,,,,,,,,,,,,,,,,,,,,-0.0026599999999962166
164,2026-05-04 17:05:27,2026-05-04,17,XAUUSDm,sell,WT V11XAU S x1.2,ob,0.01,,4522.454,4524.041,4520.348,4524.06,SL,sl,1.5870000000004438,-1.0119722747323425,0.033,0,,3,0.244,-0.731,4523.105,4522.762,2026-05-04 17:05:29,,,,,,,,,,,,,,,,,,,,,,,,,-0.016060000000006767
166,2026-05-04 17:06:00,2026-05-04,17,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.02,,4522.982,4523.992,4520.876,4524.014,SL,sl,1.0100000000002183,-1.0217821782177523,0.067,0,,0,0.207,-1.107,4523.58,4523.29,2026-05-04 17:06:04,,,,,,,,,,,,,,,,,,,,,,,,,-0.020640000000003055
168,2026-05-04 17:07:05,2026-05-04,17,XAUUSDm,sell,WT V11XAU S x2.6,ob,0.02,,4522.729,4524.041,4520.623,4524.102,SL,sl,1.3119999999998981,-1.0464939024387951,0.15,0,,3,0.274,-0.907,4523.393,4523.009,2026-05-04 17:07:14,,,,,,,,,,,,,,,,,,,,,,,,,-0.027459999999991852
170,2026-05-04 17:09:03,2026-05-04,17,XAUUSDm,sell,WT V11XAU S x1.2,ob,0.01,,4522.553,4524.058,4520.447,4524.082,SL,sl,1.5050000000001091,-1.0159468438540467,0.667,0,,3,0.254,-0.801,4523.217,4522.861,2026-05-04 17:09:43,,,,,,,,,,,,,,,,,,,,,,,,,-0.015290000000004512
172,2026-05-04 17:12:00,2026-05-04,17,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.02,,4522.948,4524.119,4520.842,4524.199,SL,sl,1.170999999999367,-1.06831767719895,0.567,0,,0,0.229,-1.063,4523.549,4523.228,2026-05-04 17:12:34,,,,,,,,,,,,,,,,,,,,,,,,,-0.025019999999985887
174,2026-05-04 17:15:00,2026-05-04,17,XAUUSDm,sell,WT V11XAU S x1.2,ob,0.01,,4522.279,4524.028,4520.173,4524.061,SL,sl,1.7489999999997963,-1.018867924527988,1.667,0,,0,0.181,-0.606,4522.841,4522.587,2026-05-04 17:16:40,,,,,,,,,,,,,,,,,,,,,,,,,-0.017819999999992432
175,2026-05-04 17:16:10,2026-05-04,17,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4523.116,4523.997,4521.01,4522.816,SL,sl,0.8810000000003129,0.34052213393879155,0.1,0,,10,0.226,-1.182,4523.714,4523.396,2026-05-04 17:16:16,,,,,,,,,,,,,,,,,,,,,,,,,0.003000000000001819
178,2026-05-04 17:29:03,2026-05-04,17,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.02,,4523.179,4524.033,4521.073,4523.334,MARKET_CLOSE,market_close,0.8540000000002692,-0.18149882903945724,0.117,0,,2,0.226,-1.227,4523.777,4523.459,2026-05-04 17:29:10,,,,,,,,,,,,,,,,,,,,,,,,,-0.0030999999999949067
180,2026-05-04 17:37:00,2026-05-04,17,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.02,,4522.79,4523.866,4520.684,4523.917,SL,sl,1.0760000000000218,-1.047397769517086,0.083,0,,0,0.208,-0.95,4523.362,4523.07,2026-05-04 17:37:05,,,,,,,,,,,,,,,,,,,,,,,,,-0.02254000000000815
182,2026-05-04 17:38:05,2026-05-04,17,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.02,,4522.694,4523.848,4520.588,4523.883,SL,sl,1.1539999999995416,-1.0303292894279623,0.2,0,,5,0.214,-0.902,4523.303,4523.002,2026-05-04 17:38:17,,,,,,,,,,,,,,,,,,,,,,,,,-0.023779999999987922
184,2026-05-04 17:50:00,2026-05-04,17,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4522.293,4523.617,4520.187,4523.653,SL,sl,1.3240000000005239,-1.0271903323263172,0.367,0,,0,0.229,-0.616,4522.922,4522.601,2026-05-04 17:50:22,,,,,,,,,,,,,,,,,,,,,,,,,-0.013600000000005821
186,2026-05-04 17:51:01,2026-05-04,17,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.02,,4522.462,4523.596,4520.356,4523.632,SL,sl,1.133999999999105,-1.0317460317461082,0.433,0,,1,0.239,-0.717,4523.077,4522.742,2026-05-04 17:51:27,,,,,,,,,,,,,,,,,,,,,,,,,-0.023399999999983268
188,2026-05-04 17:55:00,2026-05-04,17,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.02,,4522.831,4523.63,4520.725,4523.68,SL,sl,0.7989999999999782,-1.0625782227787024,0.183,0,,0,0.248,-0.979,4523.459,4523.111,2026-05-04 17:55:11,,,,,,,,,,,,,,,,,,,,,,,,,-0.0169800000000032
190,2026-05-04 17:57:03,2026-05-04,17,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4522.322,4523.646,4520.216,4523.669,SL,sl,1.3239999999996144,-1.0173716012085687,0.75,0,,3,0.249,-0.617,4522.951,4522.602,2026-05-04 17:57:48,,,,,,,,,,,,,,,,,,,,,,,,,-0.013469999999997526
192,2026-05-04 17:58:03,2026-05-04,17,XAUUSDm,sell,WT V11XAU S x2.6,ob,0.02,,4522.487,4523.645,4520.381,4522.615,MARKET_CLOSE,market_close,1.1580000000003565,-0.11053540587190179,2.4,0,,3,0.281,-0.754,4523.189,4522.795,2026-05-04 18:00:27,,,,,,,,,,,,,,,,,,,,,,,,,-0.0025599999999940336
194,2026-05-04 18:01:00,2026-05-04,18,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4522.104,4523.621,4517.554,4523.684,SL,sl,1.5169999999998254,-1.041529334212333,1.533,0,,0,0.194,-0.481,4522.684,4522.412,2026-05-04 18:02:32,,,,,,,,,,,,,,,,,,,,,,,,,-0.015799999999999273
195,2026-05-04 18:02:00,2026-05-04,18,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4522.122,4523.623,4517.619,4523.684,SL,sl,1.5009999999992942,-1.0406395736180096,0.533,0,,0,0.222,-0.494,4522.741,4522.43,2026-05-04 18:02:32,,,,,,,,,,,,,,,,,,,,,,,,,-0.015619999999998982
198,2026-05-04 23:54:59,2026-05-04,23,XAUUSDm,sell,WT V11XAU S x1.0,ob,0.01,,4519.138,4520.378,4518.007,4520.385,SL,sl,1.2399999999997817,-1.0056451612907402,1.6,0,,2,0.519,-0.218,4519.837,4519.446,2026-05-04 23:56:35,,,,,,,,,,,,,,,,,,,,,,,,,-0.012470000000002984
200,2026-05-05 00:15:03,2026-05-05,0,XAUUSDm,buy,WT V11XAU B x1.6,ob,0.02,,4525.961,4525.095,4527.55,4525.078,SL,sl,0.8659999999999854,-1.0196304849882514,0.05,0,,1,0.207,-1.021,4525.462,4525.681,2026-05-05 00:15:06,,,,,,,,,,,,,,,,,,,,,,,,,-0.017659999999996217
202,2026-05-05 00:22:01,2026-05-05,0,XAUUSDm,sell,WT V11XAU S x1.0,ob,0.02,,4519.541,4520.637,4518.41,4518.322,TP,tp,1.095999999999549,1.1122262773727671,0.367,0,,1,0.381,-0.715,4520.108,4519.821,2026-05-05 00:22:23,,,,,,,,,,,,,,,,,,,,,,,,,0.02438000000000102
204,2026-05-05 00:24:01,2026-05-05,0,XAUUSDm,buy,WT V11XAU B x1.0,ob,0.02,,4517.189,4516.168,4518.107,4517.822,MARKET_CLOSE,market_close,1.0210000000006403,0.6199804113608363,0.017,0,,0,0.43,-0.562,4516.646,4516.909,2026-05-05 00:24:02,,,,,,,,,,,,,,,,,,,,,,,,,0.012659999999996216
206,2026-05-05 00:25:37,2026-05-05,0,XAUUSDm,sell,WT V11XAU S x1.5,ob,0.02,,4519.593,4520.644,4518.462,4518.442,TP,tp,1.0510000000003856,1.0951474785912632,1.117,0,,2,0.314,-0.821,4520.138,4519.901,2026-05-05 00:26:44,,,,,,,,,,,,,,,,,,,,,,,,,0.0230199999999968
208,2026-05-05 00:26:53,2026-05-05,0,XAUUSDm,buy,WT V11XAU B x1.0,ob,0.02,,4516.796,4516.002,4517.714,4515.852,SL,sl,0.793999999999869,-1.1889168765750258,0.233,0,,1,0.453,-1.25,4516.211,4516.488,2026-05-05 00:27:07,,,,,,,,,,,,,,,,,,,,,,,,,-0.018880000000008296
210,2026-05-05 00:30:05,2026-05-05,0,XAUUSDm,buy,WT V11XAU B x1.0,ob,0.02,,4516.916,4515.984,4517.834,4517.889,TP,tp,0.931999999999789,1.0439914163092023,0.083,0,,4,0.485,-1.008,4516.339,4516.636,2026-05-05 00:30:10,,,,,,,,,,,,,,,,,,,,,,,,,0.019459999999999127
212,2026-05-05 00:33:01,2026-05-05,0,XAUUSDm,buy,WT V11XAU B x1.0,ob,0.02,,4517.159,4516.003,4518.077,4518.079,TP,tp,1.155999999999949,0.7958477508651499,0.6,0,,1,0.253,-0.611,4516.724,4516.879,2026-05-05 00:33:37,,,,,,,,,,,,,,,,,,,,,,,,,0.018400000000001457
214,2026-05-05 00:36:34,2026-05-05,0,XAUUSDm,sell,WT V11XAU S x1.0,ob,0.02,,4519.626,4520.704,4518.495,4520.734,SL,sl,1.0779999999995198,-1.0278293135442191,0.033,0,,0,0.191,-0.865,4520.078,4519.934,2026-05-05 00:36:36,,,,,,,,,,,,,,,,,,,,,,,,,-0.022160000000003493
216,2026-05-05 00:37:11,2026-05-05,0,XAUUSDm,sell,WT V11XAU S x1.0,ob,0.02,,4519.485,4520.61,4518.354,4520.689,SL,sl,1.125,-1.0702222222227848,1.35,0,,2,0.195,-0.678,4519.94,4519.793,2026-05-05 00:38:32,,,,,,,,,,,,,,,,,,,,,,,,,-0.02408000000001266
218,2026-05-05 00:39:01,2026-05-05,0,XAUUSDm,sell,WT V11XAU S x1.0,ob,0.02,,4519.445,4520.561,4518.314,4520.62,SL,sl,1.1159999999999854,-1.0528673835127216,0.183,0,,0,0.228,-0.625,4519.925,4519.753,2026-05-05 00:39:12,,,,,,,,,,,,,,,,,,,,,,,,,-0.02350000000000364
220,2026-05-05 00:49:33,2026-05-05,0,XAUUSDm,buy,WT V11XAU B x1.6,ob,0.02,,4526.323,4525.203,4529.682,4526.767,SL,sl,1.1199999999998909,0.3964285714281683,1.7,0,,7,0.195,-0.705,4525.809,4526.015,2026-05-05 00:51:15,,,,,,,,,,,,,,,,,,,,,,,,,0.008879999999990104
222,2026-05-05 00:51:28,2026-05-05,0,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.02,,4526.217,4525.207,4529.248,4526.592,SL,sl,1.0099999999993088,0.37128712871312536,0.25,0,,4,0.221,-0.805,4525.675,4525.909,2026-05-05 00:51:43,,,,,,,,,,,,,,,,,,,,,,,,,0.0075
224,2026-05-05 01:00:32,2026-05-05,1,XAUUSDm,buy,WT V11XAU B x1.0,ob,0.01,,4526.6,4525.187,4530.838,4530.955,TP,tp,1.4130000000004657,3.082094833685866,1.917,0,,0,0.253,-0.417,4526.052,4526.32,2026-05-05 01:02:27,,,,,,,,,,,,,,,,,,,,,,,,,0.043549999999995634
226,2026-05-05 06:18:20,2026-05-05,6,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.02,,4540.285,4539.439,4542.824,4539.437,SL,sl,0.8459999999995489,-1.0023640661943363,0.767,0,,20,0.196,-1.008,4539.641,4539.977,2026-05-05 06:19:06,,,,,,,,,,,,,,,,,,,,,,,,,-0.01695999999999913
228,2026-05-05 06:31:01,2026-05-05,6,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.02,,4541.052,4539.414,4545.966,4539.35,SL,sl,1.63799999999992,-1.0390720390716723,0.733,0,,1,0.182,-0.561,4540.431,4540.744,2026-05-05 06:31:45,,,,,,,,,,,,,,,,,,,,,,,,,-0.034039999999986324
230,2026-05-05 09:32:43,2026-05-05,9,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.02,,4554.267,4551.793,4561.69,4555.255,SL,sl,2.47400000000016,0.3993532740502101,7.15,0,,1,0.193,-0.503,4553.345,4553.959,2026-05-05 09:39:52,,,,,,,,,,,,,,,,,,,,,,,,,0.019760000000005676
232,2026-05-05 09:49:04,2026-05-05,9,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.02,,4553.863,4551.759,4560.176,4554.697,SL,sl,2.104000000000269,0.3963878326994895,8.917,0,,2,0.188,-0.631,4552.957,4553.555,2026-05-05 09:57:59,,,,,,,,,,,,,,,,,,,,,,,,,0.016679999999996652
234,2026-05-05 10:12:28,2026-05-05,10,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.02,,4553.099,4552.006,4556.379,4553.527,SL,sl,1.0929999999998472,0.391582799633983,1.767,0,,28,0.18,-0.862,4552.246,4552.819,2026-05-05 10:14:14,,,,,,,,,,,,,,,,,,,,,,,,,0.008559999999997672
236,2026-05-05 10:15:13,2026-05-05,10,XAUUSDm,buy,WT V11XAU B x3.4,ob,0.02,,4553.83,4552.001,4559.316,4554.425,SL,sl,1.8289999999997235,0.32531437944250663,0.983,0,,13,0.28,-0.641,4552.633,4553.522,2026-05-05 10:16:12,,,,,,,,,,,,,,,,,,,,,,,,,0.011900000000005094
238,2026-05-05 10:18:54,2026-05-05,10,XAUUSDm,buy,WT V11XAU B x1.4,ob,0.02,,4553.075,4551.991,4556.326,4551.795,SL,sl,1.0839999999998327,-1.1808118081180285,0.2,0,,48,0.18,-0.878,4552.194,4552.767,2026-05-05 10:19:06,,,,,,,,,,,,,,,,,,,,,,,,,-0.025599999999994908
240,2026-05-05 10:20:16,2026-05-05,10,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.02,,4553.115,4551.986,4556.501,4553.444,SL,sl,1.1289999999999054,0.2914083259527552,1.433,0,,16,0.194,-0.866,4552.191,4552.807,2026-05-05 10:21:42,,,,,,,,,,,,,,,,,,,,,,,,,0.00658000000001266
242,2026-05-05 10:22:33,2026-05-05,10,XAUUSDm,buy,WT V11XAU B x1.4,ob,0.01,,4553.788,4551.975,4559.228,4552.93,MARKET_CLOSE,market_close,1.8129999999991924,-0.4732487589628502,2.45,0,,33,0.196,-0.645,4552.885,4553.508,2026-05-05 10:25:00,,,,,,,,,,,,,,,,,,,,,,,,,-0.00857999999999265
243,2026-05-05 10:23:16,2026-05-05,10,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.01,,4553.86,4552.015,4559.395,4551.99,SL,sl,1.8449999999993452,-1.0135501355016556,1.817,0,,15,0.187,-0.631,4552.958,4553.552,2026-05-05 10:25:05,,,,,,,,,,,,,,,,,,,,,,,,,-0.01869999999999891
246,2026-05-05 10:35:01,2026-05-05,10,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.02,,4553.215,4551.819,4557.404,4551.79,SL,sl,1.3959999999997308,-1.0207736389688085,0.65,0,,1,0.197,-0.834,4552.279,4552.907,2026-05-05 10:35:40,,,,,,,,,,,,,,,,,,,,,,,,,-0.028500000000003637
248,2026-05-05 10:39:20,2026-05-05,10,XAUUSDm,buy,WT V11XAU B x1.4,ob,0.01,,4552.932,4551.746,4556.489,4551.734,SL,sl,1.1859999999996944,-1.01011804384462,0.383,0,,80,0.195,-0.923,4552.005,4552.624,2026-05-05 10:39:43,,,,,,,,,,,,,,,,,,,,,,,,,-0.011979999999994106
250,2026-05-05 11:12:07,2026-05-05,11,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.02,,4552.63,4551.765,4555.225,4551.748,SL,sl,0.8649999999997817,-1.019653179191606,1.283,0,,7,0.238,-1.009,4551.594,4552.35,2026-05-05 11:13:24,,,,,,,,,,,,,,,,,,,,,,,,,-0.01764000000001033
252,2026-05-05 11:15:07,2026-05-05,11,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.02,,4553.427,4551.814,4558.265,4554.034,SL,sl,1.6129999999993743,0.37631742095487064,0.933,0,,7,0.213,-0.768,4552.443,4553.119,2026-05-05 11:16:03,,,,,,,,,,,,,,,,,,,,,,,,,0.012139999999999419
254,2026-05-05 11:16:44,2026-05-05,11,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.02,,4553.155,4551.839,4557.103,4551.752,SL,sl,1.3159999999998035,-1.0661094224920573,0.4,0,,5,0.205,-0.853,4552.195,4552.847,2026-05-05 11:17:08,,,,,,,,,,,,,,,,,,,,,,,,,-0.02805999999998676
256,2026-05-05 11:22:01,2026-05-05,11,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.02,,4553.826,4551.861,4559.722,4554.605,SL,sl,1.9650000000001455,0.39643765903281625,0.617,0,,1,0.206,-0.642,4552.863,4553.518,2026-05-05 11:22:38,,,,,,,,,,,,,,,,,,,,,,,,,0.015579999999990832
258,2026-05-05 11:25:53,2026-05-05,11,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.02,,4554.256,4551.846,4561.487,4555.142,SL,sl,2.410000000000764,0.3676348547714654,0.65,0,,8,0.181,-0.498,4553.401,4553.976,2026-05-05 11:26:32,,,,,,,,,,,,,,,,,,,,,,,,,0.01771999999999025
260,2026-05-06 14:45:59,2026-05-06,14,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.01,,4708.759,4707.041,4713.912,4709.186,SL,sl,1.7179999999998472,0.2485448195574609,0.35,0,,2,0.18,-0.723,4708.07,4708.451,2026-05-06 14:46:20,,,,,,,,,,,,,,,,,,,,,,,,,0.004269999999996799
261,2026-05-06 14:46:02,2026-05-06,14,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.01,,4708.694,4706.942,4713.949,4709.186,SL,sl,1.7520000000004075,0.28082191780774274,0.3,0,,2,0.197,-0.741,4707.997,4708.414,2026-05-06 14:46:20,,,,,,,,,,,,,,,,,,,,,,,,,0.004919999999992797
264,2026-05-06 14:48:01,2026-05-06,14,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.01,,4708.897,4706.96,4714.707,4709.612,SL,sl,1.9369999999998981,0.36912751677861805,0.617,0,,1,0.198,-0.658,4708.17,4708.589,2026-05-06 14:48:38,,,,,,,,,,,,,,,,,,,,,,,,,0.0071500000000014555
266,2026-05-06 16:26:08,2026-05-06,16,XAUUSDm,sell,WT V11XAU S x1.0,ob,0.01,,4686.737,4688.515,4684.166,4688.537,SL,sl,1.7780000000002474,-1.0123734533182966,1.133,0,,1,0.223,-0.531,4687.428,4687.045,2026-05-06 16:27:16,,,,,,,,,,,,,,,,,,,,,,,,,-0.01800000000000182
268,2026-05-06 16:28:02,2026-05-06,16,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.01,,4686.911,4688.336,4684.34,4688.363,SL,sl,1.425000000000182,-1.0189473684210808,0.317,0,,2,0.236,-0.632,4687.623,4687.219,2026-05-06 16:28:21,,,,,,,,,,,,,,,,,,,,,,,,,-0.014520000000002255
270,2026-05-06 16:29:02,2026-05-06,16,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.02,,4687.544,4688.341,4684.973,4687.672,MARKET_CLOSE,market_close,0.7970000000004802,-0.16060225846878867,0.617,0,,2,0.188,-1.002,4688.174,4687.852,2026-05-06 16:29:39,,,,,,,,,,,,,,,,,,,,,,,,,-0.0025599999999940336
272,2026-05-06 16:34:00,2026-05-06,16,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.01,,4686.68,4688.321,4684.109,4686.847,MARKET_CLOSE,market_close,1.6409999999996217,-0.10176721511243149,0.6,0,,0,0.196,-0.481,4687.296,4686.96,2026-05-06 16:34:36,,,,,,,,,,,,,,,,,,,,,,,,,-0.001669999999994616
274,2026-05-06 16:35:07,2026-05-06,16,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.02,,4687.482,4688.352,4684.911,4688.366,SL,sl,0.8699999999998909,-1.0160919540231328,0.4,0,,7,0.209,-0.966,4688.149,4687.79,2026-05-06 16:35:31,,,,,,,,,,,,,,,,,,,,,,,,,-0.017680000000000293
276,2026-05-06 16:36:19,2026-05-06,16,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.01,,4687.097,4688.353,4684.526,4688.497,SL,sl,1.2560000000003129,-1.1146496815288192,0.35,0,,10,0.228,-0.741,4687.795,4687.405,2026-05-06 16:36:40,,,,,,,,,,,,,,,,,,,,,,,,,-0.014000000000005458
278,2026-05-06 16:48:02,2026-05-06,16,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.01,,4687.199,4688.328,4684.628,4688.458,SL,sl,1.129000000000815,-1.1151461470319803,0.2,0,,2,0.193,-0.784,4687.81,4687.479,2026-05-06 16:48:14,,,,,,,,,,,,,,,,,,,,,,,,,-0.012590000000000146
280,2026-05-06 16:49:01,2026-05-06,16,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.01,,4687.169,4688.315,4684.598,4688.337,SL,sl,1.1459999999997308,-1.019197207679624,0.167,0,,1,0.195,-0.783,4687.812,4687.477,2026-05-06 16:49:11,,,,,,,,,,,,,,,,,,,,,,,,,-0.011680000000005748
282,2026-05-06 16:54:00,2026-05-06,16,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.01,,4686.766,4688.342,4684.195,4684.185,TP,tp,1.5760000000000218,1.6376903553294326,1.183,0,,0,0.196,-0.548,4687.41,4687.074,2026-05-06 16:55:11,,,,,,,,,,,,,,,,,,,,,,,,,0.025809999999992214
284,2026-05-06 16:59:24,2026-05-06,16,XAUUSDm,sell,WT V11XAU S x1.0,ob,0.01,,4684.182,4685.626,4682.774,4682.769,TP,tp,1.4440000000004147,0.9785318559550903,0.65,0,,1,0.248,-0.471,4684.695,4684.462,2026-05-06 17:00:03,,,,,,,,,,,,,,,,,,,,,,,,,0.014129999999995563
286,2026-05-06 17:02:31,2026-05-06,17,XAUUSDm,sell,WT V11XAU S x1.7,ob,0.02,,4684.684,4685.626,4683.276,4685.691,SL,sl,0.9420000000000073,-1.0690021231418252,0.033,0,,2,0.261,-1.035,4685.237,4684.992,2026-05-06 17:02:33,,,,,,,,,,,,,,,,,,,,,,,,,-0.020139999999992143
288,2026-05-06 17:03:00,2026-05-06,17,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.02,,4684.884,4685.722,4683.476,4685.806,SL,sl,0.8379999999997381,-1.1002386634843184,0.067,0,,0,0.256,-1.248,4685.432,4685.192,2026-05-06 17:03:04,,,,,,,,,,,,,,,,,,,,,,,,,-0.018439999999991415
290,2026-05-06 17:04:00,2026-05-06,17,XAUUSDm,sell,WT V11XAU S x1.2,ob,0.01,,4684.606,4685.723,4683.198,4684.737,MARKET_CLOSE,market_close,1.1170000000001892,-0.11727842435120026,0.3,0,,0,0.228,-0.922,4685.1,4684.886,2026-05-06 17:04:18,,,,,,,,,,,,,,,,,,,,,,,,,-0.0013100000000031288
292,2026-05-06 17:06:20,2026-05-06,17,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4686.827,4688.378,4684.256,4686.992,MARKET_CLOSE,market_close,1.5509999999994761,-0.10638297872341673,3.85,0,,2,0.192,-0.583,4687.464,4687.135,2026-05-06 17:10:11,,,,,,,,,,,,,,,,,,,,,,,,,-0.0016499999999996361
293,2026-05-06 17:07:03,2026-05-06,17,XAUUSDm,sell,WT V11XAU S x1.2,ob,0.01,,4686.68,4688.564,4684.109,4686.89,MARKET_CLOSE,market_close,1.8840000000000146,-0.11146496815288469,3.033,0,,2,0.184,-0.498,4687.303,4686.988,2026-05-06 17:10:05,,,,,,,,,,,,,,,,,,,,,,,,,-0.0021000000000003637
296,2026-05-06 17:10:19,2026-05-06,17,XAUUSDm,sell,WT V11XAU S x1.2,ob,0.01,,4686.664,4688.54,4684.093,4686.045,SL,sl,1.8760000000002037,0.32995735607655646,3.65,0,,3,0.205,-0.488,4687.324,4686.972,2026-05-06 17:13:58,,,,,,,,,,,,,,,,,,,,,,,,,0.006189999999996872
298,2026-05-06 17:17:21,2026-05-06,17,XAUUSDm,sell,WT V11XAU S x1.7,ob,0.01,,4684.279,4685.381,4682.871,4685.415,SL,sl,1.1019999999998618,-1.0308529945550409,0.283,0,,1,0.295,-0.604,4684.864,4684.587,2026-05-06 17:17:38,,,,,,,,,,,,,,,,,,,,,,,,,-0.011359999999995126
300,2026-05-06 17:18:02,2026-05-06,17,XAUUSDm,sell,WT V11XAU S x1.2,ob,0.01,,4684.328,4685.363,4682.92,4682.877,TP,tp,1.0349999999998545,1.4019323671499766,0.733,0,,2,0.207,-0.626,4684.802,4684.608,2026-05-06 17:18:46,,,,,,,,,,,,,,,,,,,,,,,,,0.014510000000000219
302,2026-05-06 17:29:07,2026-05-06,17,XAUUSDm,sell,WT V11XAU S x1.2,ob,0.01,,4684.315,4685.366,4682.907,4683.707,MARKET_CLOSE,market_close,1.0510000000003856,0.5784966698373378,0.2,0,,0,0.216,-0.612,4684.798,4684.595,2026-05-06 17:29:19,,,,,,,,,,,,,,,,,,,,,,,,,0.006079999999992651
304,2026-05-06 18:13:09,2026-05-06,18,XAUUSDm,sell,WT V11XAU S x1.2,ob,0.01,,4687.06,4688.465,4685.652,4688.554,SL,sl,1.4049999999997453,-1.0633451957295075,3.567,0,,4,0.199,-0.719,4687.709,4687.368,2026-05-06 18:16:43,,,,,,,,,,,,,,,,,,,,,,,,,-0.014939999999996872
306,2026-05-06 18:54:05,2026-05-06,18,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.02,,4686.402,4685.582,4688.028,4685.571,SL,sl,0.819999999999709,-1.0134146341468608,0.05,0,,5,0.315,-0.88,4685.753,4686.094,2026-05-06 18:54:08,,,,,,,,,,,,,,,,,,,,,,,,,-0.01662000000000262
308,2026-05-06 18:55:22,2026-05-06,18,XAUUSDm,buy,WT V11XAU B x0.9,ob,0.01,,4686.409,4685.585,4688.035,4685.391,SL,sl,0.8239999999996144,-1.235436893204497,0.15,0,,7,0.246,-0.874,4685.834,4686.101,2026-05-06 18:55:31,,,,,,,,,,,,,,,,,,,,,,,,,-0.010180000000000291
