ticket,time,date,hour,symbol,dir,comment,signal_type,lot,pos_mult,entry,initial_sl,tp,exit,reason,exit_signal,risk,r,duration_min,mods,max_lock_r,bounce_sec,bounce_ob,confirm_pos,touch,confirm,close_time,stage,ob_age,strength,score,ds,fresh,cont,h1,deep,htf,risk_atr,spread_risk,peak_r,raw_peak_r,dtp_peak_r,giveback_r,bars_held,last_sl,be,trail,partial,dtp_partial,rev,addon,pnl_proxy
2,2026-03-27 01:05:26,2026-03-27,1,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.03,,4389.918,4391.835,4386.014,4391.853,SL,sl,1.917000000000371,-1.0093896713615158,0.083,0,,1,0.181,-0.761,4390.698,4390.226,2026-03-27 01:05:31,,,,,,,,,,,,,,,,,,,,,,,,,-0.058050000000012
4,2026-03-27 01:07:00,2026-03-27,1,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.03,,4390.481,4392.199,4386.577,4390.728,MARKET_CLOSE,market_close,1.7179999999998472,-0.14377182770682204,0.133,0,,0,0.186,-0.978,4391.272,4390.789,2026-03-27 01:07:08,,,,,,,,,,,,,,,,,,,,,,,,,-0.007410000000008949
6,2026-03-27 01:08:03,2026-03-27,1,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.01,,4389.805,4392.145,4385.901,4390.062,MARKET_CLOSE,market_close,2.3400000000001455,-0.10982905982888509,0.283,0,,3,0.212,-0.718,4390.666,4390.113,2026-03-27 01:08:20,,,,,,,,,,,,,,,,,,,,,,,,,-0.002569999999996071
8,2026-03-27 01:09:01,2026-03-27,1,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.04,,4390.92,4392.161,4387.016,4392.344,SL,sl,1.2409999999999854,-1.1474617244157896,0.017,0,,1,0.193,-1.146,4391.731,4391.228,2026-03-27 01:09:02,,,,,,,,,,,,,,,,,,,,,,,,,-0.05695999999999913
10,2026-03-27 01:10:29,2026-03-27,1,XAUUSDm,sell,WT V11XAU S x1.0,ob,0.02,,4394.786,4396.292,4392.59,4396.389,SL,sl,1.5060000000003129,-1.064409030544311,0.033,0,,0,0.23,-0.857,4395.431,4395.094,2026-03-27 01:10:31,,,,,,,,,,,,,,,,,,,,,,,,,-0.03206000000000131
12,2026-03-27 01:15:03,2026-03-27,1,XAUUSDm,sell,WT V11XAU S x2.3,ob,0.03,,4395.439,4396.381,4393.243,4395.539,MARKET_CLOSE,market_close,0.9420000000000073,-0.10615711252595916,0.167,0,,2,0.266,-1.303,4396.136,4395.747,2026-03-27 01:15:13,,,,,,,,,,,,,,,,,,,,,,,,,-0.002999999999983629
14,2026-03-27 01:16:06,2026-03-27,1,XAUUSDm,sell,WT V11XAU S x1.0,ob,0.01,,4394.292,4396.318,4392.096,4396.364,SL,sl,2.02599999999984,-1.0227048371171623,0.983,0,,1,0.197,-0.5,4394.86,4394.572,2026-03-27 01:17:05,,,,,,,,,,,,,,,,,,,,,,,,,-0.02071999999999207
16,2026-03-27 01:20:58,2026-03-27,1,XAUUSDm,sell,WT V11XAU S x1.0,ob,0.01,,4394.325,4396.255,4392.129,4392.121,TP,tp,1.930000000000291,1.141968911916783,0.2,0,,1,0.195,-0.542,4394.919,4394.633,2026-03-27 01:21:10,,,,,,,,,,,,,,,,,,,,,,,,,0.022039999999997235
18,2026-03-27 01:21:45,2026-03-27,1,XAUUSDm,sell,WT V11XAU S x1.0,ob,0.01,,4394.25,4396.251,4392.054,4396.284,SL,sl,2.0010000000002037,-1.0164917541226606,0.583,0,,0,0.199,-0.49,4394.849,4394.558,2026-03-27 01:22:20,,,,,,,,,,,,,,,,,,,,,,,,,-0.020339999999996507
19,2026-03-27 01:22:04,2026-03-27,1,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.02,,4395.431,4396.259,4393.235,4395.106,SL,sl,0.8280000000004293,0.3925120772942628,0.183,0,,4,0.213,-1.278,4396.023,4395.711,2026-03-27 01:22:15,,,,,,,,,,,,,,,,,,,,,,,,,0.006499999999996362
22,2026-03-27 01:23:01,2026-03-27,1,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.03,,4395.435,4396.272,4393.239,4396.316,SL,sl,0.8369999999995343,-1.0525686977298607,0.15,0,,1,0.193,-1.3,4396.026,4395.743,2026-03-27 01:23:10,,,,,,,,,,,,,,,,,,,,,,,,,-0.0264299999999821
24,2026-03-27 09:56:04,2026-03-27,9,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4428.122,4429.348,4425.016,4429.381,SL,sl,1.225999999999658,-1.0269168026104125,0.467,0,,4,0.183,-0.853,4428.809,4428.43,2026-03-27 09:56:32,,,,,,,,,,,,,,,,,,,,,,,,,-0.037770000000000435
26,2026-03-27 09:59:10,2026-03-27,9,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4428.118,4429.346,4425.012,4428.28,MARKET_CLOSE,market_close,1.227999999999156,-0.13192182410379788,0.5,0,,10,0.205,-0.851,4428.851,4428.426,2026-03-27 09:59:40,,,,,,,,,,,,,,,,,,,,,,,,,-0.0048599999999805734
28,2026-03-27 10:00:03,2026-03-27,10,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4428.512,4429.356,4425.406,4428.234,SL,sl,0.8440000000000509,0.3293838862551198,0.383,0,,3,0.199,-1.041,4429.233,4428.82,2026-03-27 10:00:26,,,,,,,,,,,,,,,,,,,,,,,,,0.008339999999980136
30,2026-03-27 10:01:00,2026-03-27,10,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4428.453,4429.347,4425.347,4429.356,SL,sl,0.8939999999993233,-1.0100671140939836,0.033,0,,0,0.191,-1.013,4429.156,4428.761,2026-03-27 10:01:02,,,,,,,,,,,,,,,,,,,,,,,,,-0.027089999999980137
32,2026-03-27 10:02:10,2026-03-27,10,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4428.326,4429.377,4425.22,4429.401,SL,sl,1.0510000000003856,-1.022835394861488,0.067,0,,5,0.185,-0.951,4429.017,4428.634,2026-03-27 10:02:14,,,,,,,,,,,,,,,,,,,,,,,,,-0.03224999999999454
34,2026-03-27 10:05:06,2026-03-27,10,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4427.675,4429.492,4424.569,4429.515,SL,sl,1.8170000000000073,-1.0126582278481773,1.433,0,,4,0.189,-0.637,4428.375,4427.983,2026-03-27 10:06:32,,,,,,,,,,,,,,,,,,,,,,,,,-0.018400000000001457
35,2026-03-27 10:06:07,2026-03-27,10,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.02,,4427.823,4429.492,4424.717,4429.515,SL,sl,1.668999999999869,-1.0137807070102696,0.417,0,,6,0.212,-0.695,4428.543,4428.103,2026-03-27 10:06:32,,,,,,,,,,,,,,,,,,,,,,,,,-0.03384000000000015
38,2026-03-27 10:11:02,2026-03-27,10,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4428.364,4429.589,4425.258,4428.529,MARKET_CLOSE,market_close,1.2250000000003638,-0.13469387755169315,0.317,0,,2,0.189,-0.97,4429.064,4428.672,2026-03-27 10:11:21,,,,,,,,,,,,,,,,,,,,,,,,,-0.004950000000026193
40,2026-03-27 10:12:07,2026-03-27,10,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4428.275,4429.568,4425.169,4427.813,SL,sl,1.2930000000005748,0.357308584686256,0.433,0,,7,0.193,-0.927,4428.983,4428.583,2026-03-27 10:12:33,,,,,,,,,,,,,,,,,,,,,,,,,0.01385999999998603
42,2026-03-27 10:19:26,2026-03-27,10,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4427.658,4429.573,4424.552,4424.504,TP,tp,1.9149999999999636,1.6469973890342093,2.783,0,,7,0.194,-0.629,4428.367,4427.966,2026-03-27 10:22:13,,,,,,,,,,,,,,,,,,,,,,,,,0.03154000000000451
44,2026-03-27 10:26:30,2026-03-27,10,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4428.144,4429.358,4425.038,4429.364,SL,sl,1.2139999999999418,-1.004942339373479,0.2,0,,10,0.205,-0.863,4428.876,4428.452,2026-03-27 10:26:42,,,,,,,,,,,,,,,,,,,,,,,,,-0.03659999999998036
46,2026-03-27 10:30:03,2026-03-27,10,XAUUSDm,buy,WT V11XAU B x0.6,ob,0.01,,4428.29,4426.876,4429.802,4426.824,SL,sl,1.41399999999976,-1.0367751060824597,0.283,0,,1,0.231,-0.523,4427.749,4427.982,2026-03-27 10:30:20,,,,,,,,,,,,,,,,,,,,,,,,,-0.014660000000003493
48,2026-03-27 10:31:06,2026-03-27,10,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4428.539,4429.403,4425.433,4429.499,SL,sl,0.8640000000004875,-1.1111111111105263,0.067,0,,6,0.213,-1.041,4429.26,4428.819,2026-03-27 10:31:10,,,,,,,,,,,,,,,,,,,,,,,,,-0.02880000000000109
50,2026-03-27 10:31:34,2026-03-27,10,XAUUSDm,buy,WT V11XAU B x0.6,ob,0.01,,4427.916,4426.833,4429.428,4429.496,TP,tp,1.0830000000005384,1.4589104339788936,0.3,0,,1,0.24,-0.866,4427.394,4427.636,2026-03-27 10:31:52,,,,,,,,,,,,,,,,,,,,,,,,,0.015799999999999273
52,2026-03-27 10:32:14,2026-03-27,10,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4428.484,4429.402,4425.378,4425.337,TP,tp,0.9179999999996653,3.428104575164577,0.633,0,,14,0.188,-1.028,4429.182,4428.792,2026-03-27 10:32:52,,,,,,,,,,,,,,,,,,,,,,,,,0.09440999999999804
54,2026-03-27 10:34:02,2026-03-27,10,XAUUSDm,buy,WT V11XAU B x0.9,ob,0.01,,4428.069,4426.802,4429.581,4426.65,SL,sl,1.2670000000007349,-1.1199684293606593,0.133,0,,2,0.273,-0.714,4427.514,4427.789,2026-03-27 10:34:10,,,,,,,,,,,,,,,,,,,,,,,,,-0.014190000000007785
55,2026-03-27 10:34:07,2026-03-27,10,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4427.608,4429.442,4424.502,4427.912,MARKET_CLOSE,market_close,1.8339999999998327,-0.1657579062159842,0.35,0,,14,0.193,-0.605,4428.315,4427.916,2026-03-27 10:34:28,,,,,,,,,,,,,,,,,,,,,,,,,-0.003040000000000873
58,2026-03-27 10:35:29,2026-03-27,10,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4427.457,4429.461,4424.351,4426.346,MARKET_CLOSE,market_close,2.0039999999999054,0.5543912175652885,0.183,0,,13,0.197,-0.518,4428.144,4427.737,2026-03-27 10:35:40,,,,,,,,,,,,,,,,,,,,,,,,,0.011110000000007858
60,2026-03-27 12:18:53,2026-03-27,12,XAUUSDm,buy,WT V11XAU B x1.0,ob,0.02,,4428.185,4426.555,4429.697,4426.494,SL,sl,1.6300000000001091,-1.0374233128838035,0.183,0,,2,0.208,-0.627,4427.667,4427.877,2026-03-27 12:19:04,,,,,,,,,,,,,,,,,,,,,,,,,-0.03382000000001426
61,2026-03-27 12:19:04,2026-03-27,12,XAUUSDm,buy,WT V11XAU B x1.0,ob,0.01,,4428.004,4426.527,4429.516,4426.494,SL,sl,1.4769999999998618,-1.0223425863238724,0.0,0,,1,0.212,-0.807,4427.482,4427.696,2026-03-27 12:19:04,,,,,,,,,,,,,,,,,,,,,,,,,-0.015100000000002183
64,2026-03-27 12:28:01,2026-03-27,12,XAUUSDm,buy,WT V11XAU B x1.6,ob,0.03,,4427.296,4426.3,4428.808,4428.831,TP,tp,0.9960000000000946,1.5411646586342458,1.0,0,,1,0.224,-1.509,4426.762,4426.988,2026-03-27 12:29:01,,,,,,,,,,,,,,,,,,,,,,,,,0.046049999999995636
