ticket,time,date,hour,symbol,dir,comment,signal_type,lot,pos_mult,entry,initial_sl,tp,exit,reason,exit_signal,risk,r,duration_min,mods,max_lock_r,bounce_sec,bounce_ob,confirm_pos,touch,confirm,close_time,stage,ob_age,strength,score,ds,fresh,cont,h1,deep,htf,risk_atr,spread_risk,peak_r,raw_peak_r,dtp_peak_r,giveback_r,bars_held,last_sl,be,trail,partial,dtp_partial,rev,addon,pnl_proxy
221,2026-03-31 00:34:03,2026-03-31,0,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.01,,4514.217,4517.001,4509.51,4512.801,MARKET_CLOSE,market_close,2.7840000000005602,0.5086206896548034,0.183,0,,0,0.214,-0.935,4515.25,4514.577,2026-03-31 00:34:14,,,,,,,,,,,,,,,,,,,,,,,,,0.01415999999999258
224,2026-03-31 00:35:00,2026-03-31,0,XAUUSDm,buy,WT V11XAU B x1.6,ob,0.01,,4512.112,4510.456,4515.517,4515.528,TP,tp,1.655999999999949,2.0628019323673144,0.3,0,,0,0.226,-1.159,4511.32,4511.832,2026-03-31 00:35:18,,,,,,,,,,,,,,,,,,,,,,,,,0.034160000000001675
226,2026-03-31 06:26:01,2026-03-31,6,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.02,,4563.482,4564.583,4561.235,4564.64,SL,sl,1.100999999999658,-1.0517711171668631,0.25,0,,1,0.19,-1.126,4564.074,4563.79,2026-03-31 06:26:16,,,,,,,,,,,,,,,,,,,,,,,,,-0.02316000000000713
228,2026-03-31 06:31:13,2026-03-31,6,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.01,,4562.834,4564.612,4557.501,4564.634,SL,sl,1.7780000000002474,-1.0123734533182966,0.583,0,,2,0.232,-0.694,4563.489,4563.142,2026-03-31 06:31:48,,,,,,,,,,,,,,,,,,,,,,,,,-0.01800000000000182
230,2026-03-31 06:34:06,2026-03-31,6,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.01,,4562.779,4564.502,4557.611,4564.533,SL,sl,1.7229999999999563,-1.0179918746372314,0.217,0,,3,0.2,-0.657,4563.386,4563.087,2026-03-31 06:34:19,,,,,,,,,,,,,,,,,,,,,,,,,-0.017539999999999053
232,2026-03-31 06:36:21,2026-03-31,6,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.01,,4562.605,4564.52,4556.86,4564.527,SL,sl,1.9150000000008731,-1.003655352480211,0.25,0,,5,0.208,-0.541,4563.225,4562.913,2026-03-31 06:36:36,,,,,,,,,,,,,,,,,,,,,,,,,-0.019220000000004803
234,2026-03-31 06:37:38,2026-03-31,6,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.01,,4562.55,4564.465,4556.805,4561.835,SL,sl,1.9149999999999636,0.3733681462141823,0.867,0,,1,0.234,-0.504,4563.208,4562.858,2026-03-31 06:38:30,,,,,,,,,,,,,,,,,,,,,,,,,0.0071500000000014555
236,2026-03-31 07:02:22,2026-03-31,7,XAUUSDm,sell,WT V11XAU S x2.3,ob,0.02,,4563.089,4564.446,4560.842,4562.328,MARKET_CLOSE,market_close,1.356999999999971,0.5607958732494686,0.383,0,,0,0.322,-0.864,4563.88,4563.397,2026-03-31 07:02:45,,,,,,,,,,,,,,,,,,,,,,,,,0.01521999999999025
238,2026-03-31 07:58:55,2026-03-31,7,XAUUSDm,sell,WT V11XAU S x3.0,ob,0.02,,4563.223,4564.302,4559.985,4564.356,SL,sl,1.0789999999997235,-1.0500463392030595,0.0,0,,0,0.275,-0.953,4563.943,4563.531,2026-03-31 07:58:55,,,,,,,,,,,,,,,,,,,,,,,,,-0.022659999999996218
240,2026-03-31 13:31:51,2026-03-31,13,XAUUSDm,buy,WT V11XAU B x1.8,ob,0.01,,4572.295,4570.33,4576.701,4573.034,SL,sl,1.9650000000001455,0.37608142493614416,0.517,0,,2,0.216,-0.856,4571.381,4572.015,2026-03-31 13:32:22,,,,,,,,,,,,,,,,,,,,,,,,,0.00738999999999578
242,2026-03-31 13:36:24,2026-03-31,13,XAUUSDm,buy,WT V11XAU B x1.2,ob,0.01,,4573.405,4570.369,4577.811,4574.997,MARKET_CLOSE,market_close,3.036000000000058,0.5243741765482617,0.033,0,,0,0.21,-0.488,4572.48,4573.097,2026-03-31 13:36:26,,,,,,,,,,,,,,,,,,,,,,,,,0.01592000000000553
244,2026-03-31 19:06:24,2026-03-31,19,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.02,,4668.164,4666.689,4672.588,4668.722,SL,sl,1.4749999999994543,0.37830508474589775,0.233,0,,1,0.184,-0.714,4667.588,4667.884,2026-03-31 19:06:38,,,,,,,,,,,,,,,,,,,,,,,,,0.011159999999999854
246,2026-03-31 19:08:35,2026-03-31,19,XAUUSDm,buy,WT V11XAU B x1.8,ob,0.01,,4668.233,4666.604,4673.121,4666.556,SL,sl,1.6289999999999054,-1.0294659300188378,0.067,0,,2,0.203,-0.688,4667.599,4667.925,2026-03-31 19:08:39,,,,,,,,,,,,,,,,,,,,,,,,,-0.016770000000005895
248,2026-03-31 19:09:52,2026-03-31,19,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.02,,4662.22,4660.592,4667.104,4662.848,SL,sl,1.6280000000006112,0.3857493857490577,0.133,0,,0,0.181,-0.795,4661.556,4661.912,2026-03-31 19:10:00,,,,,,,,,,,,,,,,,,,,,,,,,0.012559999999994034
250,2026-03-31 19:11:01,2026-03-31,19,XAUUSDm,buy,WT V11XAU B x1.8,ob,0.01,,4668.53,4666.224,4675.449,4669.424,SL,sl,2.3059999999995853,0.3876843018215063,0.367,0,,0,0.21,-0.558,4667.797,4668.134,2026-03-31 19:11:23,,,,,,,,,,,,,,,,,,,,,,,,,0.008940000000002328
252,2026-03-31 20:37:30,2026-03-31,20,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.02,,4667.414,4666.172,4671.14,4668.678,MARKET_CLOSE,market_close,1.2420000000001892,1.017713365539397,0.117,0,,2,0.211,-1.198,4666.766,4667.106,2026-03-31 20:37:37,,,,,,,,,,,,,,,,,,,,,,,,,0.025280000000002474
254,2026-03-31 20:39:14,2026-03-31,20,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.02,,4667.788,4666.718,4670.998,4668.897,MARKET_CLOSE,market_close,1.069999999999709,1.0364485981314766,0.183,0,,3,0.199,-1.02,4667.072,4667.392,2026-03-31 20:39:25,,,,,,,,,,,,,,,,,,,,,,,,,0.02218000000000757
256,2026-03-31 20:43:50,2026-03-31,20,XAUUSDm,buy,WT V11XAU B x1.8,ob,0.01,,4668.418,4666.681,4673.628,4668.973,SL,sl,1.73700000000008,0.319516407599462,0.483,0,,3,0.196,-0.573,4667.795,4668.11,2026-03-31 20:44:19,,,,,,,,,,,,,,,,,,,,,,,,,0.00555000000000291
257,2026-03-31 20:44:12,2026-03-31,20,XAUUSDm,buy,WT V11XAU B x1.8,ob,0.01,,4668.417,4666.73,4673.479,4668.973,SL,sl,1.6870000000008076,0.32957913455798404,0.117,0,,3,0.229,-0.574,4667.741,4668.109,2026-03-31 20:44:19,,,,,,,,,,,,,,,,,,,,,,,,,0.005559999999995853
260,2026-03-31 20:45:02,2026-03-31,20,XAUUSDm,buy,WT V11XAU B x1.8,ob,0.01,,4668.433,4666.722,4673.567,4669.112,SL,sl,1.71100000000024,0.3968439509058983,0.5,0,,1,0.216,-0.564,4667.778,4668.125,2026-03-31 20:45:32,,,,,,,,,,,,,,,,,,,,,,,,,0.0067900000000008735
262,2026-03-31 20:47:27,2026-03-31,20,XAUUSDm,buy,WT V11XAU B x1.8,ob,0.01,,4668.448,4666.685,4673.736,4666.649,SL,sl,1.76299999999992,-1.0204197390811456,1.85,0,,7,0.195,-0.537,4667.854,4668.168,2026-03-31 20:49:18,,,,,,,,,,,,,,,,,,,,,,,,,-0.01798999999999978
263,2026-03-31 20:49:11,2026-03-31,20,XAUUSDm,buy,WT V11XAU B x1.8,ob,0.01,,4668.354,4666.71,4673.285,4666.687,SL,sl,1.6440000000002328,-1.0139902676399848,0.117,0,,0,0.258,-0.668,4667.543,4667.958,2026-03-31 20:49:18,,,,,,,,,,,,,,,,,,,,,,,,,-0.01667000000000371
266,2026-03-31 20:50:15,2026-03-31,20,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.02,,4667.849,4666.765,4671.101,4666.57,SL,sl,1.0839999999998327,-1.1798892988935872,0.167,0,,15,0.191,-0.982,4667.146,4667.453,2026-03-31 20:50:25,,,,,,,,,,,,,,,,,,,,,,,,,-0.025580000000009023
268,2026-03-31 20:53:12,2026-03-31,20,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.02,,4668.146,4666.816,4672.137,4666.564,SL,sl,1.3299999999999272,-1.1894736842101592,1.017,0,,2,0.198,-0.797,4667.431,4667.75,2026-03-31 20:54:13,,,,,,,,,,,,,,,,,,,,,,,,,-0.031639999999988504
270,2026-03-31 20:56:04,2026-03-31,20,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.02,,4668.308,4666.782,4672.887,4666.705,SL,sl,1.52599999999984,-1.0504587155964833,0.95,0,,4,0.202,-0.642,4667.675,4668.0,2026-03-31 20:57:01,,,,,,,,,,,,,,,,,,,,,,,,,-0.03206000000000131
272,2026-04-01 05:13:18,2026-04-01,5,XAUUSDm,sell,WT V11XAU S x2.4,ob,0.02,,4683.761,4685.847,4677.502,4682.962,SL,sl,2.0859999999993306,0.38302972195600893,1.75,0,,4,0.2,-0.479,4684.505,4684.069,2026-04-01 05:15:03,,,,,,,,,,,,,,,,,,,,,,,,,0.015979999999999564
274,2026-05-01 02:50:19,2026-05-01,2,XAUUSDm,buy,WT V11XAU B x0.9,ob,0.01,,4620.109,4619.222,4621.674,4620.553,MARKET_CLOSE,market_close,0.8870000000006257,0.5005636978570372,0.033,0,,1,0.198,-0.925,4619.623,4619.829,2026-05-01 02:50:21,,,,,,,,,,,,,,,,,,,,,,,,,0.004439999999995052
276,2026-05-01 02:55:02,2026-05-01,2,XAUUSDm,buy,WT V11XAU B x0.9,ob,0.01,,4620.133,4619.198,4621.698,4619.154,SL,sl,0.9349999999994907,-1.0470588235292972,0.533,0,,2,0.182,-0.929,4619.635,4619.825,2026-05-01 02:55:34,,,,,,,,,,,,,,,,,,,,,,,,,-0.009789999999993597
278,2026-05-01 03:11:02,2026-05-01,3,XAUUSDm,buy,WT V11XAU B x0.9,ob,0.01,,4620.229,4619.338,4621.794,4619.31,SL,sl,0.8910000000005311,-1.0314253647579363,1.433,0,,2,0.208,-0.837,4619.704,4619.921,2026-05-01 03:12:28,,,,,,,,,,,,,,,,,,,,,,,,,-0.00918999999999869
279,2026-05-01 03:12:02,2026-05-01,3,XAUUSDm,buy,WT V11XAU B x0.9,ob,0.01,,4620.258,4619.378,4621.823,4619.373,SL,sl,0.8800000000001091,-1.0056818181819416,0.433,0,,2,0.189,-0.809,4619.753,4619.95,2026-05-01 03:12:28,,,,,,,,,,,,,,,,,,,,,,,,,-0.008850000000002183
282,2026-05-01 04:08:56,2026-05-01,4,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.02,,4620.239,4619.345,4622.921,4620.56,SL,sl,0.8939999999993233,0.3590604026857552,0.083,0,,0,0.243,-0.801,4619.706,4619.959,2026-05-01 04:09:01,,,,,,,,,,,,,,,,,,,,,,,,,0.006420000000016444
284,2026-05-01 04:26:46,2026-05-01,4,XAUUSDm,buy,WT V11XAU B x1.7,ob,0.02,,4620.279,4619.228,4621.844,4619.116,SL,sl,1.0510000000003856,-1.1065651760228725,0.617,0,,2,0.28,-0.789,4619.679,4619.971,2026-05-01 04:27:23,,,,,,,,,,,,,,,,,,,,,,,,,-0.023260000000009315
286,2026-05-01 04:30:14,2026-05-01,4,XAUUSDm,buy,WT V11XAU B x1.2,ob,0.01,,4617.369,4616.219,4618.785,4616.2,SL,sl,1.1499999999996362,-1.0165217391306425,0.017,0,,1,0.231,-0.636,4616.843,4617.061,2026-05-01 04:30:15,,,,,,,,,,,,,,,,,,,,,,,,,-0.011689999999998691
288,2026-05-01 05:49:01,2026-05-01,5,XAUUSDm,buy,WT V11XAU B x0.6,ob,0.01,,4613.05,4612.251,4614.057,4612.962,MARKET_CLOSE,market_close,0.7989999999999782,-0.11013767208978782,0.483,0,,1,0.255,-1.054,4612.571,4612.742,2026-05-01 05:49:30,,,,,,,,,,,,,,,,,,,,,,,,,-0.0008799999999973807
290,2026-05-01 07:07:01,2026-05-01,7,XAUUSDm,buy,WT V11XAU B x0.9,ob,0.01,,4592.743,4591.833,4594.408,4594.489,TP,tp,0.910000000000764,1.9186813186788123,0.1,0,,1,0.235,-0.972,4592.174,4592.435,2026-05-01 07:07:07,,,,,,,,,,,,,,,,,,,,,,,,,0.01745999999999185
292,2026-05-01 11:17:09,2026-05-01,11,XAUUSDm,sell,WT V11XAU S x1.2,ob,0.02,,4568.745,4569.644,4567.86,4569.807,SL,sl,0.899000000000342,-1.1813125695211282,0.433,0,,0,0.236,-0.827,4569.164,4569.025,2026-05-01 11:17:35,,,,,,,,,,,,,,,,,,,,,,,,,-0.021239999999997962
294,2026-05-03 22:38:16,2026-05-03,22,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4625.718,4627.472,4620.455,4627.515,SL,sl,1.7539999999999054,-1.024515393386874,1.933,0,,0,0.238,-0.452,4626.243,4626.026,2026-05-03 22:40:12,,,,,,,,,,,,,,,,,,,,,,,,,-0.0179700000000048
295,2026-05-03 22:40:05,2026-05-03,22,XAUUSDm,sell,WT V11XAU S x2.6,ob,0.01,,4625.615,4626.986,4621.501,4627.068,SL,sl,1.3710000000000946,-1.0598103574035953,0.083,0,,1,0.332,-0.339,4626.225,4625.923,2026-05-03 22:40:10,,,,,,,,,,,,,,,,,,,,,,,,,-0.014530000000004293
298,2026-05-03 22:50:01,2026-05-03,22,XAUUSDm,sell,WT V11XAU S x2.4,ob,0.02,,4626.176,4626.942,4623.879,4626.99,SL,sl,0.7659999999996217,-1.0626631853783266,0.917,0,,1,0.203,-0.924,4626.641,4626.456,2026-05-03 22:50:56,,,,,,,,,,,,,,,,,,,,,,,,,-0.016279999999987922
300,2026-05-04 01:00:02,2026-05-04,1,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4613.004,4614.204,4611.089,4614.207,SL,sl,1.199999999999818,-1.0025000000005098,0.4,0,,2,0.257,-0.68,4613.64,4613.312,2026-05-04 01:00:26,,,,,,,,,,,,,,,,,,,,,,,,,-0.012030000000004292
302,2026-05-04 03:05:33,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4605.971,4607.549,4603.417,4607.562,SL,sl,1.5780000000004293,-1.0082382762990598,1.767,0,,1,0.191,-0.605,4606.604,4606.279,2026-05-04 03:07:19,,,,,,,,,,,,,,,,,,,,,,,,,-0.015910000000003494
303,2026-05-04 03:06:47,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x1.2,ob,0.01,,4605.747,4607.533,4603.193,4607.562,SL,sl,1.7860000000000582,-1.0162374020154203,0.533,0,,2,0.238,-0.474,4606.46,4606.055,2026-05-04 03:07:19,,,,,,,,,,,,,,,,,,,,,,,,,-0.018149999999996
306,2026-05-04 03:12:00,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4606.494,4607.528,4603.94,4607.563,SL,sl,1.0340000000005602,-1.0338491295936514,0.217,0,,0,0.182,-0.913,4607.112,4606.802,2026-05-04 03:12:13,,,,,,,,,,,,,,,,,,,,,,,,,-0.010690000000004148
308,2026-05-04 03:36:01,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x2.4,ob,0.01,,4606.135,4607.412,4602.304,4607.472,SL,sl,1.2770000000000437,-1.0469851213778298,0.133,0,,1,0.213,-0.702,4606.806,4606.443,2026-05-04 03:36:09,,,,,,,,,,,,,,,,,,,,,,,,,-0.013369999999995344
310,2026-05-04 03:37:05,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x2.4,ob,0.01,,4605.808,4607.413,4600.993,4605.27,SL,sl,1.6049999999995634,0.33520249221165266,0.917,0,,2,0.184,-0.493,4606.401,4606.088,2026-05-04 03:38:00,,,,,,,,,,,,,,,,,,,,,,,,,0.005379999999995562
312,2026-05-04 03:45:02,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x2.4,ob,0.01,,4606.518,4607.433,4603.774,4607.52,SL,sl,0.9149999999999636,-1.0950819672136036,0.017,0,,1,0.189,-0.91,4607.12,4606.798,2026-05-04 03:45:03,,,,,,,,,,,,,,,,,,,,,,,,,-0.010020000000004074
314,2026-05-04 03:46:27,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4612.382,4613.521,4608.966,4611.975,SL,sl,1.1390000000001237,0.3573309920976287,0.117,0,,1,0.184,-0.563,4612.865,4612.662,2026-05-04 03:46:34,,,,,,,,,,,,,,,,,,,,,,,,,0.004069999999992433
316,2026-05-04 03:47:05,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4612.424,4613.855,4608.131,4611.935,SL,sl,1.4309999999995853,0.3417190775679383,0.117,0,,0,0.238,-0.627,4612.994,4612.732,2026-05-04 03:47:12,,,,,,,,,,,,,,,,,,,,,,,,,0.00488999999999578
318,2026-05-04 03:48:32,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4612.257,4613.877,4607.397,4611.669,SL,sl,1.6200000000008004,0.3629629629626219,0.783,0,,0,0.232,-0.475,4612.82,4612.565,2026-05-04 03:49:19,,,,,,,,,,,,,,,,,,,,,,,,,0.00587999999999738
320,2026-05-04 03:51:20,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x2.6,ob,0.01,,4612.417,4613.951,4607.816,4611.844,SL,sl,1.5339999999996508,0.3735332464148961,0.267,0,,2,0.312,-0.62,4613.068,4612.725,2026-05-04 03:51:36,,,,,,,,,,,,,,,,,,,,,,,,,0.005730000000003201
322,2026-05-04 03:52:01,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x2.6,ob,0.01,,4612.459,4613.976,4607.908,4614.021,SL,sl,1.5169999999998254,-1.0296638101516664,1.567,0,,0,0.282,-0.658,4613.077,4612.767,2026-05-04 03:53:35,,,,,,,,,,,,,,,,,,,,,,,,,-0.015619999999998982
324,2026-05-04 03:54:01,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4612.804,4613.928,4609.433,4613.991,SL,sl,1.1239999999997963,-1.0560498220641577,0.717,0,,1,0.211,-0.946,4613.316,4613.084,2026-05-04 03:54:44,,,,,,,,,,,,,,,,,,,,,,,,,-0.011869999999998982
326,2026-05-04 03:57:01,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4612.339,4613.87,4607.746,4614.007,SL,sl,1.530999999999949,-1.0894839973871462,0.767,0,,0,0.221,-0.55,4612.89,4612.647,2026-05-04 03:57:47,,,,,,,,,,,,,,,,,,,,,,,,,-0.016679999999996652
328,2026-05-04 04:56:16,2026-05-04,4,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.01,,4605.966,4607.339,4603.412,4607.352,SL,sl,1.3729999999995925,-1.0094683175527486,1.683,0,,3,0.209,-0.586,4606.602,4606.246,2026-05-04 04:57:57,,,,,,,,,,,,,,,,,,,,,,,,,-0.013859999999995126
330,2026-05-04 04:59:06,2026-05-04,4,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.01,,4606.266,4607.345,4603.712,4607.39,SL,sl,1.079000000000633,-1.041705282669181,0.617,0,,6,0.24,-0.779,4606.982,4606.574,2026-05-04 04:59:43,,,,,,,,,,,,,,,,,,,,,,,,,-0.011240000000007059
332,2026-05-04 05:00:00,2026-05-04,5,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4605.755,4607.358,4603.201,4605.138,SL,sl,1.6030000000000655,0.3849033063007885,3.317,0,,0,0.235,-0.462,4606.435,4606.035,2026-05-04 05:03:19,,,,,,,,,,,,,,,,,,,,,,,,,0.006170000000001892
334,2026-05-04 05:06:31,2026-05-04,5,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4605.988,4607.385,4603.434,4605.444,SL,sl,1.3969999999999345,0.38940586972075486,3.133,0,,2,0.216,-0.615,4606.664,4606.296,2026-05-04 05:09:39,,,,,,,,,,,,,,,,,,,,,,,,,0.005439999999998691
336,2026-05-04 05:09:48,2026-05-04,5,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4605.916,4607.414,4603.362,4606.068,MARKET_CLOSE,market_close,1.4979999999995925,-0.10146862483316756,1.417,0,,5,0.183,-0.557,4606.507,4606.196,2026-05-04 05:11:13,,,,,,,,,,,,,,,,,,,,,,,,,-0.0015200000000004366
338,2026-05-04 05:12:06,2026-05-04,5,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4605.932,4607.425,4603.378,4603.321,TP,tp,1.493000000000393,1.7488278633618146,0.9,0,,4,0.231,-0.583,4606.634,4606.24,2026-05-04 05:13:00,,,,,,,,,,,,,,,,,,,,,,,,,0.026109999999998763
340,2026-05-04 05:19:04,2026-05-04,5,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4605.758,4607.439,4603.204,4607.453,SL,sl,1.6810000000004948,-1.0083283759667576,0.033,0,,0,0.212,-0.464,4606.399,4606.038,2026-05-04 05:19:06,,,,,,,,,,,,,,,,,,,,,,,,,-0.016950000000006186
342,2026-05-04 13:50:13,2026-05-04,13,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.01,,4559.108,4556.733,4566.233,4561.529,MARKET_CLOSE,market_close,2.375,1.019368421052748,0.75,0,,4,0.185,-0.623,4558.273,4558.8,2026-05-04 13:50:58,,,,,,,,,,,,,,,,,,,,,,,,,0.024210000000002764
344,2026-05-04 13:53:15,2026-05-04,13,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.01,,4558.92,4556.644,4565.749,4559.765,SL,sl,2.27599999999984,0.37126537785602554,0.667,0,,1,0.181,-0.689,4558.097,4558.612,2026-05-04 13:53:55,,,,,,,,,,,,,,,,,,,,,,,,,0.008450000000002547
346,2026-05-04 14:05:06,2026-05-04,14,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.01,,4558.645,4556.637,4564.669,4559.309,SL,sl,2.0080000000007203,0.33067729083641517,0.3,0,,3,0.187,-0.785,4557.804,4558.337,2026-05-04 14:05:24,,,,,,,,,,,,,,,,,,,,,,,,,0.006639999999997599
348,2026-05-04 14:06:02,2026-05-04,14,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.01,,4559.516,4556.763,4567.776,4560.558,SL,sl,2.7529999999997017,0.3784961859791079,2.267,0,,0,0.194,-0.48,4558.656,4559.208,2026-05-04 14:08:18,,,,,,,,,,,,,,,,,,,,,,,,,0.010420000000003711
350,2026-05-04 14:09:01,2026-05-04,14,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.01,,4559.467,4556.829,4567.381,4556.777,SL,sl,2.63799999999992,-1.0197119029566646,0.217,0,,0,0.189,-0.528,4558.533,4559.071,2026-05-04 14:09:14,,,,,,,,,,,,,,,,,,,,,,,,,-0.026899999999996
352,2026-05-04 15:00:03,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.01,,4559.155,4556.673,4566.601,4556.67,SL,sl,2.481999999999971,-1.0012087026590257,0.117,0,,0,0.193,-0.597,4558.324,4558.875,2026-05-04 15:00:10,,,,,,,,,,,,,,,,,,,,,,,,,-0.024849999999996725
354,2026-05-04 15:03:26,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.01,,4559.346,4556.682,4567.339,4560.334,SL,sl,2.66399999999976,0.37087087087101084,0.1,0,,1,0.188,-0.539,4558.502,4559.038,2026-05-04 15:03:32,,,,,,,,,,,,,,,,,,,,,,,,,0.009880000000002838
356,2026-05-04 15:06:05,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.01,,4559.377,4556.632,4567.611,4560.474,SL,sl,2.7450000000008004,0.3996357012748389,0.7,0,,0,0.182,-0.529,4558.549,4559.069,2026-05-04 15:06:47,,,,,,,,,,,,,,,,,,,,,,,,,0.010969999999997527
358,2026-05-04 15:07:35,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x1.6,ob,0.01,,4559.504,4556.588,4568.251,4556.521,SL,sl,2.9160000000001673,-1.022976680384089,1.367,0,,0,0.213,-0.484,4558.59,4559.196,2026-05-04 15:08:57,,,,,,,,,,,,,,,,,,,,,,,,,-0.029830000000001747
360,2026-05-04 15:10:09,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.01,,4558.072,4556.616,4562.439,4558.593,SL,sl,1.456000000000131,0.35782967032945323,0.6,0,,9,0.206,-0.986,4557.176,4557.764,2026-05-04 15:10:45,,,,,,,,,,,,,,,,,,,,,,,,,0.005209999999997308
362,2026-05-04 15:11:09,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.01,,4559.442,4556.638,4567.853,4556.611,SL,sl,2.8040000000000873,-1.0096291012838954,0.783,0,,2,0.199,-0.506,4558.566,4559.134,2026-05-04 15:11:56,,,,,,,,,,,,,,,,,,,,,,,,,-0.02831000000000131
364,2026-05-04 15:51:24,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x1.6,ob,0.01,,4519.808,4515.851,4531.68,4515.355,SL,sl,3.9570000000003347,-1.1253474854688028,0.083,0,,1,0.232,-0.678,4518.69,4519.5,2026-05-04 15:51:29,,,,,,,,,,,,,,,,,,,,,,,,,-0.044530000000004295
366,2026-05-04 15:52:01,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.01,,4518.081,4517.152,4520.867,4516.872,SL,sl,0.9290000000000873,-1.3013993541439386,0.017,0,,1,0.239,-1.164,4516.966,4517.801,2026-05-04 15:52:02,,,,,,,,,,,,,,,,,,,,,,,,,-0.012089999999998326
368,2026-05-04 15:53:05,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.01,,4520.411,4516.986,4530.687,4521.781,SL,sl,3.425000000000182,0.3999999999999469,0.133,0,,1,0.186,-0.505,4519.453,4520.103,2026-05-04 15:53:13,,,,,,,,,,,,,,,,,,,,,,,,,0.01369999999999891
370,2026-05-04 16:01:28,2026-05-04,16,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.01,,4520.308,4516.82,4530.773,4516.775,SL,sl,3.4880000000002838,-1.0129013761468089,0.583,0,,1,0.209,-0.535,4519.271,4520.0,2026-05-04 16:02:03,,,,,,,,,,,,,,,,,,,,,,,,,-0.03533000000000357
372,2026-05-04 16:02:07,2026-05-04,16,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.01,,4517.596,4516.626,4520.506,4517.947,SL,sl,0.9699999999993452,0.36185567010392217,0.15,0,,7,0.206,-1.303,4516.595,4517.316,2026-05-04 16:02:16,,,,,,,,,,,,,,,,,,,,,,,,,0.0035100000000056752
374,2026-05-04 16:03:34,2026-05-04,16,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.01,,4519.06,4516.627,4526.36,4519.893,SL,sl,2.4329999999999927,0.3423756678995608,1.8,0,,9,0.182,-0.892,4518.118,4518.752,2026-05-04 16:05:22,,,,,,,,,,,,,,,,,,,,,,,,,0.00832999999999629
376,2026-05-04 16:05:45,2026-05-04,16,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.01,,4519.506,4516.782,4527.677,4520.516,SL,sl,2.72400000000016,0.3707782672537626,1.567,0,,1,0.183,-0.764,4518.559,4519.198,2026-05-04 16:07:19,,,,,,,,,,,,,,,,,,,,,,,,,0.010099999999993088
