ticket,time,date,hour,symbol,dir,lot,pos_mult,entry,initial_sl,tp,exit,reason,exit_signal,risk,r,duration_min,mods,max_lock_r,bounce_sec,bounce_ob,confirm_pos,touch,confirm,close_time,stage,ob_age,strength,score,ds,fresh,cont,h1,deep,htf,risk_atr,spread_risk,peak_r,raw_peak_r,dtp_peak_r,giveback_r,bars_held,last_sl,be,trail,partial,dtp_partial,rev,addon,pnl_proxy
2,,,,,,,,,,,70097.79,SL,sl,,,,,,,,,,,2024-06-04 14:18:03,,,,,,,,,True,False,,,0.32,0.32,0.0,,,,False,0,False,False,False,False,
16,,,,,,,,,,,66867.09,MARKET_CLOSE,market_close,,,,,,,,,,,2024-06-14 09:50:00,,,,,,,,,True,False,,,0.0,0.0,0.0,,,,False,0,False,False,False,False,
18,,,,,,,,,,,67019.92,SL,sl,,,,,,,,,,,2024-06-14 12:33:39,,,,,,,,,True,False,,,1.36,1.36,0.0,,,be,True,0,False,False,False,False,
20,,,,,,,,,,,65538.56,MARKET_CLOSE,market_close,,,,,,,,,,,2024-06-18 03:40:40,,,,,,,,,True,False,,,0.65,0.65,0.0,,,,False,0,False,False,False,False,
22,,,,,,,,,,,65513.54,MARKET_CLOSE,market_close,,,,,,,,,,,2024-06-18 04:09:51,,,,,,,,,True,False,,,0.68,0.68,0.0,,,,False,0,False,False,False,False,
24,,,,,,,,,,,64343.26,MARKET_CLOSE,market_close,,,,,,,,,,,2024-06-18 19:50:42,,,,,,,,,True,False,,,3.21,3.21,3.21,,,be,True,0,False,False,False,False,
26,,,,,,,,,,,63685.78,MARKET_CLOSE,market_close,,,,,,,,,,,2024-06-21 12:45:00,,,,,,,,,True,False,,,0.0,0.0,0.0,,,,False,0,False,False,False,False,
28,,,,,,,,,,,63519.73,SL,sl,,,,,,,,,,,2024-06-21 17:01:03,,,,,,,,,True,False,,,1.09,1.09,0.0,,,be,True,0,False,False,False,False,
30,,,,,,,,,,,62022.98,MARKET_CLOSE,market_close,,,,,,,,,,,2024-06-25 21:40:00,,,,,,,,,True,False,,,0.7,0.7,0.0,,,,False,0,False,False,False,False,
32,,,,,,,,,,,61941.07,MARKET_CLOSE,market_close,,,,,,,,,,,2024-06-30 19:02:42,,,,,,,,,True,False,,,4.16,4.16,4.16,,,be,True,0,False,False,False,False,
34,,,,,,,,,,,62940.69,SL,sl,,,,,,,,,,,2024-07-01 13:29:42,,,,,,,,,True,False,,,0.0,0.0,0.0,,,,False,0,False,False,False,False,
36,,,,,,,,,,,62785.62,MARKET_CLOSE,market_close,,,,,,,,,,,2024-07-01 14:23:11,,,,,,,,,True,False,,,0.69,0.69,0.0,,,,False,0,False,False,False,False,
38,,,,,,,,,,,57450.48,MARKET_CLOSE,market_close,,,,,,,,,,,2024-07-04 15:07:46,,,,,,,,,True,False,,,0.08,0.08,0.0,,,,False,0,False,False,False,False,
40,,,,,,,,,,,54171.91,MARKET_CLOSE,market_close,,,,,,,,,,,2024-07-05 07:31:32,,,,,,,,,True,False,,,0.69,0.69,0.0,,,,False,0,False,False,False,False,
42,,,,,,,,,,,54228.46,MARKET_CLOSE,market_close,,,,,,,,,,,2024-07-05 08:18:27,,,,,,,,,True,False,,,0.53,0.53,0.0,,,,False,0,False,False,False,False,
44,,,,,,,,,,,53945.42,SL,sl,,,,,,,,,,,2024-07-05 09:08:39,,,,,,,,,True,False,,,0.25,0.25,0.0,,,,False,0,False,False,False,False,
48,,,,,,,,,,,55791.27,SL,sl,,,,,,,,,,,2024-07-05 13:39:29,,,,,,,,,True,False,,,0.2,0.2,0.0,,,,False,0,False,False,False,False,
