ticket,time,date,hour,symbol,dir,comment,signal_type,lot,pos_mult,entry,initial_sl,tp,exit,reason,exit_signal,risk,r,duration_min,mods,max_lock_r,bounce_sec,bounce_ob,confirm_pos,touch,confirm,touch_count,entry_count,close_time,stage,ob_age,strength,score,ds,fresh,cont,h1,deep,htf,risk_atr,spread_risk,peak_r,raw_peak_r,dtp_peak_r,giveback_r,bars_held,last_sl,be,trail,partial,dtp_partial,rev,addon,pnl_proxy
20,,,,,,,,,,,,,57153.03,MARKET_CLOSE,market_close,,,,,,,,,,,,,2024-09-10 10:50:00,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,107237.62,MARKET_CLOSE,market_close,,,,,,,,,,,,,2025-07-01 04:25:00,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,107774.06,MARKET_CLOSE,market_close,,,,,,,,,,,,,2025-07-08 02:55:00,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,73566.57,TP,tp,,,,,,,,,,,,,2026-05-29 05:47:30,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-13 15:11:33,2024-06-13,15,BTCUSDm,sell,WT V11-BTC1-TREND86 S x1.4,ob,0.05,,67440.29,67938.1,65697.97,66592.2,MARKET_CLOSE,market_close,497.8100000000122,1.7036419517486103,54.75,0,,16,0.261,-0.414,67516.18,67474.68,,,2024-06-13 16:06:18,,,,,,,,,,,,,,,,,,,,,,,,,42.40449999999983
4,2024-07-07 08:05:28,2024-07-07,8,BTCUSDm,sell,WT V11-BTC1-TREND86 S x1.3,ob,0.12,,57491.83,57743.51,56034.12,57744.55,SL,sl,251.6800000000003,-1.004132231404962,58.017,0,,28,0.26,-0.759,57542.1,57523.43,,,2024-07-07 09:03:29,,,,,,,,,,,,,,,,,,,,,,,,,-30.326400000000138
5,2024-07-07 08:41:15,2024-07-07,8,BTCUSDm,sell,WT V11-BTC1-TREND86 S x0.6,ob,0.05,,57483.59,57705.96,56034.12,57707.64,SL,sl,222.37000000000262,-1.0075549759410005,12.367,0,,75,0.256,-0.676,57535.89,57517.49,,,2024-07-07 08:53:37,,,,,,,,,,,,,,,,,,,,,,,,,-11.202500000000146
8,2024-07-12 22:26:00,2024-07-12,22,BTCUSDm,sell,WT V11-BTC1-TREND86 S x0.3,ob,0.03,,57781.55,57946.66,56540.47,57946.91,SL,sl,165.11000000000058,-1.0015141420870934,80.6,0,,60,0.277,-0.987,57835.11,57809.78,,,2024-07-12 23:46:36,,,,,,,,,,,,,,,,,,,,,,,,,-4.960800000000018
10,2024-07-15 20:00:19,2024-07-15,20,BTCUSDm,buy,WT V11-BTC1-TREND86 B x25.9,ob,0.39,,63442.16,63092.89,64664.6,64143.91,MARKET_CLOSE,market_close,349.2700000000041,2.0091905975319717,133.717,0,,19,0.251,-1.049,63396.64,63418.29,,,2024-07-15 22:14:02,,,,,,,,,,,,,,,,,,,,,,,,,273.6825
11,2024-07-15 22:08:37,2024-07-15,22,BTCUSDm,sell,WT V11-BTC1-TREND86 S x0.2,ob,0.01,,63773.66,63992.24,,63995.52,SL,sl,218.57999999999447,-1.0150059474791788,2.7,0,,118,0.252,-0.764,63849.74,63797.44,,,2024-07-15 22:11:19,,,,,,,,,,,,,,,,,,,,,,,,,-2.2185999999999333
14,2024-08-06 14:03:03,2024-08-06,14,BTCUSDm,sell,WT V11-BTC1-TREND86 S x0.4,ob,0.02,,55468.31,56065.64,,56065.72,SL,sl,597.3300000000017,-1.000133929318805,2.617,0,,21,0.255,-0.457,55517.92,55488.69,,,2024-08-06 14:05:40,,,,,,,,,,,,,,,,,,,,,,,,,-11.948200000000071
16,2024-08-09 14:30:21,2024-08-09,14,BTCUSDm,sell,WT V11-BTC1-TREND86 S x2.2,ob,0.17,,60355.38,60880.01,55109.12,59797.15,MARKET_CLOSE,market_close,524.6300000000047,1.0640451365724244,9.983,0,,21,0.254,-1.048,60425.73,60380.58,,,2024-08-09 14:40:20,,,,,,,,,,,,,,,,,,,,,,,,,94.89909999999931
18,2024-09-10 10:23:14,2024-09-10,10,BTCUSDm,sell,WT V11-BTC1-TREND86 S x0.1,ob,0.02,,57132.08,57313.11,,57228.22,MARKET_CLOSE,market_close,181.02999999999884,-0.5310721979782359,11.767,0,,35,0.254,-0.668,57169.7,57154.05,,,2024-09-10 10:35:00,,,,,,,,,,,,,,,,,,,,,,,,,-1.9227999999999883
22,2024-09-10 11:37:56,2024-09-10,11,BTCUSDm,buy,WT V11-BTC1-TREND86 B x0.0,ob,0.01,,57086.91,56888.3,57312.39,57312.76,TP,tp,198.61000000000058,1.1371532148431494,25.083,0,,15,0.252,-0.45,57049.21,57065.09,,,2024-09-10 12:03:01,,,,,,,,,,,,,,,,,,,,,,,,,2.2584999999999855
24,2024-09-18 01:28:34,2024-09-18,1,BTCUSDm,sell,WT V11-BTC1-TREND86 S x0.5,ob,0.07,,60237.02,60548.29,57495.5,60550.47,SL,sl,311.2700000000041,-1.0070035660359182,95.867,0,,57,0.26,-0.555,60305.65,60257.57,,,2024-09-18 03:04:26,,,,,,,,,,,,,,,,,,,,,,,,,-21.941500000000307
25,2024-09-18 01:49:39,2024-09-18,1,BTCUSDm,buy,WT V11-BTC1-TREND86 B x0.2,ob,0.03,,60151.82,59937.99,,60534.55,MARKET_CLOSE,market_close,213.83000000000175,1.789879811064865,75.95,0,,132,0.258,-1.225,60103.61,60131.4,,,2024-09-18 03:05:36,,,,,,,,,,,,,,,,,,,,,,,,,11.481900000000095
28,2024-09-25 00:55:17,2024-09-25,0,BTCUSDm,buy,WT V11-BTC1-TREND86 B x0.5,ob,0.12,,64054.38,63862.54,64761.63,64762.55,TP,tp,191.8399999999965,3.691461634695676,44.383,0,,17,0.272,-1.03,64014.35,64028.44,,,2024-09-25 01:39:40,,,,,,,,,,,,,,,,,,,,,,,,,84.98040000000066
